http://org.softlang.com/EcorePackageGenmodel,stargazers_count,pushed_at,http://org.softlang.com/EcorePackageXMI,http://org.softlang.com/qegal/EE,http://org.softlang.com/Folder,language,repository,http://org.softlang.com/Ant,genmodel,http://org.softlang.com/qegal/EJ1,http://org.softlang.com/qegal/EJ3,http://org.softlang.com/Pom,http://org.softlang.com/qegal/EJ2,http://org.softlang.com/Gradle,http://org.softlang.com/EcorePackageJava,state,http://org.softlang.com/File,http://org.softlang.com/EcoreClassifierJava,http://org.softlang.com/EcoreClassifierXMI,duplicates,http://org.softlang.com/GeneratorModel,http://org.softlang.com/qegal/E,http://org.softlang.com/qegal/G,http://org.softlang.com/Ecore,sha,http://org.softlang.com/qegal/EJJ,http://org.softlang.com/correspondsTo,eobject,http://org.softlang.com/qegal/J,size,http://org.softlang.com/partOf,ecore,default_branch,http://org.softlang.com/qegal/EJc2,components,sha_data,http://org.softlang.com/manifestsAs,created_at,http://org.softlang.com/Genmodel,http://org.softlang.com/uri,http://org.softlang.com/refersTo,updated_at,http://org.softlang.com/EcoreFactoryJava,http://org.softlang.com/name,http://org.softlang.com/OSGiProject,uniform_build,http://org.softlang.com/XML,http://org.softlang.com/nsUri,http://org.softlang.com/Manifest,http://org.softlang.com/refOccurs,http://org.softlang.com/Java,http://org.softlang.com/elementOf,time,watchers_count,http://org.softlang.com/nsPrefix,forks_count
1.0,0.0,2017-03-09T17:07:47Z,1.0,,28.0,Java,manuelleduc/ecore-visitor-fsm,0.0,1.0,,1.0,0.0,,0.0,1.0,done,71.0,17.0,17.0,0.0,1,1.0,1.0,1.0,c68d1ac37474c98db9b0640ca8990f4488666e7c,,18.0,3.0,1.0,47.0,117.0,1.0,master,,1.0,2017-03-09T17:07:19Z,99.0,2017-03-09T17:07:36Z,1.0,34.0,1.0,2017-03-09T17:07:48Z,1.0,17.0,2.0,True,11.0,20.0,1.0,4.0,47.0,102.0,641,0.0,1.0,0.0
3.0,0.0,2018-02-07T07:16:52Z,3.0,,230.0,Java,jonathanfievet/gemoc_fsm_aspect,0.0,3.0,,3.0,0.0,,0.0,3.0,done,428.0,9.0,9.0,0.0,3,3.0,3.0,3.0,33b77a69627524d40faf7e445353206dd44a7645,,12.0,15.0,3.0,236.0,672.0,3.0,master,,1.0,2018-02-07T07:16:05Z,658.0,2018-02-07T07:13:47Z,3.0,18.0,1.0,2018-02-07T07:18:23Z,3.0,9.0,12.0,True,41.0,18.0,1.0,76.0,93.0,194.0,844,0.0,3.0,0.0
1.0,0.0,2017-09-27T09:45:36Z,1.0,,31.0,Java,jonaslochsen/tdt4250-EcoreModeling,0.0,1.0,,1.0,0.0,,0.0,1.0,done,140.0,18.0,18.0,0.0,1,1.0,1.0,1.0,bbdd1aaa7f51f43bf918c8f857272e841eb87571,,19.0,13.0,1.0,238.0,190.0,1.0,master,,1.0,2017-09-13T14:21:33Z,171.0,2017-09-13T14:02:02Z,1.0,36.0,1.0,2017-09-13T14:22:04Z,1.0,18.0,4.0,True,13.0,21.0,1.0,15.0,83.0,146.0,17487,0.0,1.0,0.0
1.0,0.0,2015-10-23T01:11:59Z,1.0,,79.0,Java,joaquinpf/flabot-cloud-storage-new,0.0,1.0,,1.0,0.0,,0.0,1.0,done,215.0,1.0,1.0,0.0,1,1.0,1.0,1.0,a2693dfb30d3877a18c259e45e6af60970213c06,,2.0,0.0,1.0,5924.0,296.0,1.0,master,,1.0,2010-11-24T02:02:06Z,294.0,2015-10-23T01:07:19Z,1.0,2.0,1.0,2015-10-23T01:10:15Z,1.0,1.0,1.0,True,14.0,4.0,1.0,14.0,78.0,102.0,844,0.0,1.0,0.0
1.0,0.0,2014-03-30T22:41:49Z,1.0,,26.0,Java,jkouwer/basicfamily,0.0,1.0,,1.0,0.0,,0.0,1.0,done,55.0,5.0,5.0,0.0,1,1.0,1.0,1.0,bcd9383ac17bc4fdf1f55384cfe7be413f4a0513,,6.0,3.0,1.0,168.0,87.0,1.0,master,,1.0,2014-03-30T22:41:25Z,81.0,2014-03-24T19:09:01Z,1.0,10.0,1.0,2014-03-30T22:41:50Z,1.0,5.0,3.0,True,7.0,8.0,1.0,11.0,27.0,56.0,704,0.0,1.0,0.0
1.0,0.0,2017-01-20T16:38:30Z,1.0,,27.0,Java,jjstreet/oomph-task-buildshipimport,0.0,1.0,,1.0,0.0,,0.0,1.0,done,49.0,1.0,1.0,0.0,1,1.0,1.0,1.0,abd374e37a95f2bcdcebbc2fce6c235f98ad4477,,2.0,0.0,1.0,39.0,78.0,1.0,master,,1.0,2017-01-20T16:38:21Z,76.0,2017-01-12T17:19:38Z,1.0,2.0,1.0,2017-01-12T17:25:15Z,1.0,1.0,2.0,True,10.0,4.0,1.0,18.0,11.0,33.0,719,0.0,1.0,0.0
2.0,0.0,2013-07-06T22:44:04Z,2.0,,38.0,Java,jorgiano/mast,0.0,2.0,,2.0,0.0,,0.0,2.0,done,117.0,30.0,30.0,0.0,2,2.0,2.0,2.0,c8f2b15d71523ed17c6fc71254fcf8478a14ea8b,,32.0,0.0,2.0,200.0,188.0,2.0,master,,1.0,2013-07-06T22:43:54Z,155.0,2013-07-03T20:56:25Z,2.0,60.0,2.0,2013-07-08T13:50:18Z,2.0,30.0,4.0,True,17.0,36.0,1.0,16.0,76.0,173.0,704,0.0,2.0,0.0
5.0,0.0,2016-01-31T16:47:54Z,11.0,,154.0,Java,karlblum/xpdl-to-cpn,0.0,2.0,6.0,5.0,0.0,,0.0,5.0,done,925.0,,96.0,0.0,2,11.0,5.0,6.0,d5fc44d76b2e2442853ffd14531581ca4530bd24,,5.0,47.0,5.0,48034.0,1190.0,6.0,master,5.0,1.0,2016-01-31T16:46:38Z,1079.0,2015-03-14T12:58:29Z,2.0,85.0,,2016-08-02T18:31:05Z,5.0,85.0,8.0,True,170.0,100.0,1.0,35.0,582.0,898.0,4548,0.0,6.0,0.0
13.0,0.0,2016-06-27T09:06:13Z,30.0,2.0,161.0,Java,jzhang3/DSL-Tao-extended,0.0,5.0,23.0,7.0,0.0,,0.0,7.0,done,1165.0,80.0,200.0,0.0,5,30.0,13.0,28.0,71a6843dd1b9f5803398b92730c0c721b69a9b89,,86.0,66.0,7.0,1515.0,1568.0,28.0,master,1.0,1.0,2016-06-27T09:05:56Z,1326.0,2016-01-14T08:57:27Z,5.0,280.0,5.0,2016-06-27T09:06:15Z,7.0,200.0,6.0,True,64.0,244.0,1.0,51.0,409.0,855.0,1007,0.0,30.0,0.0
1.0,0.0,2015-12-18T16:31:13Z,5.0,,37.0,Java,juli1/aadl-sysml,0.0,1.0,1.0,4.0,0.0,,0.0,4.0,done,126.0,30.0,30.0,0.0,1,5.0,1.0,1.0,435922aba68f437f54fba91d996a7bb7153613fa,,34.0,7.0,4.0,3193.0,198.0,1.0,master,,1.0,2015-12-18T16:31:07Z,163.0,2015-12-18T15:24:39Z,1.0,60.0,1.0,2015-12-18T16:13:32Z,4.0,30.0,1.0,True,8.0,43.0,1.0,11.0,93.0,179.0,750,0.0,5.0,1.0
1.0,0.0,2016-04-14T12:28:05Z,1.0,,151.0,Java,jabiercoding/software_testing_exercises,0.0,1.0,1.0,,0.0,,0.0,,done,932.0,,8.0,0.0,1,1.0,1.0,1.0,79321d36c2b95c6f7f1318ce79e1ee9c1f93a058,,,0.0,,3546.0,1092.0,1.0,master,,1.0,2016-04-14T12:12:20Z,1083.0,2016-02-03T00:16:44Z,1.0,8.0,1.0,2016-02-03T11:21:26Z,,8.0,1.0,True,13.0,9.0,1.0,2.0,20.0,47.0,1000,0.0,1.0,1.0
3.0,0.0,2013-07-02T12:40:08Z,,,22.0,Java,ifml-editor-alpha/org.ifml.model,0.0,1.0,,,0.0,3.0,0.0,3.0,done,158.0,66.0,,0.0,1,,3.0,1.0,e0a45f959b52b355a593b63b66ead967fec1da98,,,8.0,3.0,220.0,182.0,1.0,master,,1.0,2013-07-02T12:40:05Z,180.0,2013-07-02T12:26:26Z,1.0,66.0,1.0,2013-10-16T23:30:53Z,3.0,,1.0,True,5.0,6.0,1.0,5.0,148.0,232.0,672,0.0,,0.0
1.0,0.0,2013-01-03T04:09:02Z,1.0,,36.0,Java,jeeeyul/emf-tutorial,0.0,1.0,,1.0,0.0,,0.0,1.0,done,58.0,3.0,3.0,0.0,1,1.0,1.0,1.0,5dcd1588f891697c1ceb11f3cd8f853ced5acc15,,4.0,1.0,1.0,176.0,98.0,1.0,master,,1.0,2013-01-03T04:08:13Z,94.0,2013-01-02T07:03:03Z,1.0,6.0,1.0,2013-10-02T06:47:39Z,1.0,3.0,2.0,True,8.0,6.0,1.0,7.0,19.0,43.0,703,0.0,1.0,1.0
1.0,0.0,2018-01-02T11:51:27Z,1.0,,7.0,Java,javed47/Ex-CH9-Java-How-to-program-early-object,0.0,1.0,1.0,,0.0,,0.0,,done,20.0,,,0.0,1,1.0,1.0,1.0,fd2a9792234b4dfd9a5a305ca90a3574068f666c,,,0.0,,10.0,28.0,0.0,master,,1.0,2018-01-02T11:35:40Z,27.0,2018-01-02T07:11:25Z,1.0,,1.0,2018-01-02T11:51:29Z,,,1.0,True,5.0,1.0,1.0,1.0,7.0,18.0,703,0.0,1.0,0.0
1.0,0.0,2014-11-03T08:30:55Z,1.0,,41.0,Java,javahacks/workbench,0.0,1.0,,1.0,0.0,,0.0,1.0,done,63.0,,3.0,0.0,1,1.0,1.0,1.0,1c66e4eda95f519ee78ad0aedbb88ed685c5bb3d,,1.0,1.0,1.0,240.0,108.0,1.0,master,1.0,1.0,2014-11-03T08:30:53Z,104.0,2014-10-17T08:38:10Z,1.0,3.0,,2014-10-17T08:43:52Z,1.0,3.0,4.0,True,13.0,6.0,1.0,12.0,27.0,57.0,734,0.0,1.0,0.0
1.0,0.0,2016-07-13T08:24:31Z,1.0,,58.0,Java,javahacks/emf,0.0,1.0,,1.0,0.0,,0.0,1.0,done,84.0,,2.0,0.0,1,1.0,1.0,1.0,e80d5957004c70d2e1e3310f807a1918f4741706,,1.0,2.0,1.0,118.0,145.0,1.0,master,1.0,1.0,2016-07-13T08:24:29Z,142.0,2016-07-02T08:42:03Z,1.0,2.0,,2016-07-02T08:46:50Z,1.0,2.0,3.0,True,14.0,5.0,1.0,19.0,19.0,47.0,766,0.0,1.0,0.0
1.0,0.0,2014-05-29T11:09:32Z,1.0,,11.0,Java,jausinez/Tienda_Ejercicio7,0.0,1.0,,1.0,0.0,,0.0,1.0,done,50.0,8.0,8.0,0.0,1,1.0,1.0,1.0,af1771084474e4415e39f356ad034105d6b4bd1a,,9.0,5.0,1.0,224.0,70.0,1.0,master,,1.0,2014-05-29T11:06:33Z,61.0,2014-05-29T11:07:15Z,1.0,16.0,1.0,2014-05-29T11:09:30Z,1.0,8.0,1.0,True,6.0,11.0,1.0,2.0,25.0,55.0,13960,0.0,1.0,0.0
1.0,0.0,2015-04-05T17:52:01Z,1.0,,15.0,Java,luik/azblog,0.0,1.0,,1.0,0.0,,0.0,1.0,done,41.0,5.0,5.0,0.0,1,1.0,1.0,1.0,71a9c60ca96726873cf5e6352542317ad08982bd,,6.0,5.0,1.0,176.0,62.0,1.0,master,,1.0,2015-04-05T17:51:52Z,56.0,2015-03-08T23:02:35Z,1.0,10.0,1.0,2015-04-05T17:52:03Z,1.0,5.0,2.0,True,8.0,8.0,1.0,6.0,24.0,52.0,640,0.0,1.0,0.0
1.0,0.0,2014-09-02T16:41:03Z,2.0,,34.0,Java,loebble/simpleDSLBuilder,0.0,1.0,1.0,1.0,0.0,,0.0,1.0,done,71.0,2.0,9.0,0.0,1,2.0,1.0,2.0,776413f2f51f92470361a888bfa83b2739191188,,3.0,3.0,1.0,1800.0,116.0,2.0,master,1.0,1.0,2014-09-02T16:41:01Z,105.0,2014-07-09T18:06:48Z,1.0,11.0,1.0,2014-09-02T16:41:02Z,1.0,9.0,2.0,True,7.0,13.0,1.0,6.0,48.0,78.0,796,0.0,2.0,0.0
9.0,0.0,2014-12-13T23:57:18Z,9.0,,29.0,Java,loebble/InternalJavaDSLBuilder,0.0,9.0,9.0,,0.0,,0.0,,done,86.0,,25.0,0.0,9,9.0,9.0,9.0,dd677012f175a808a344c58a0ac7e3cfb8fda406,,,0.0,,7288.0,157.0,8.0,master,,1.0,2014-12-13T23:56:40Z,115.0,2014-09-15T09:28:45Z,9.0,25.0,9.0,2014-12-13T23:57:18Z,,25.0,1.0,True,21.0,34.0,1.0,2.0,40.0,124.0,765,0.0,9.0,0.0
5.0,0.0,2017-02-17T16:15:11Z,5.0,,271.0,Java,manuelleduc/ecore-oa-fsm,0.0,5.0,,5.0,0.0,,0.0,5.0,done,1002.0,65.0,65.0,0.0,5,5.0,5.0,5.0,b47a7d6f0b7a80cf101ef98330c1c9e8aeeb561e,,70.0,18.0,5.0,1396.0,1347.0,5.0,master,,1.0,2017-02-17T16:15:07Z,1273.0,2017-02-17T10:13:12Z,5.0,130.0,5.0,2017-02-17T10:41:30Z,5.0,65.0,27.0,True,92.0,80.0,1.0,133.0,364.0,670.0,984,0.0,5.0,0.0
2.0,0.0,2016-01-06T21:14:53Z,2.0,,13.0,Java,m0ar/hotel-papyrus,0.0,1.0,,2.0,0.0,,0.0,2.0,done,79.0,28.0,31.0,0.0,1,2.0,2.0,2.0,4edba88f91580cc21da60a841059f75d9a698070,,28.0,16.0,2.0,3097.0,126.0,1.0,master,1.0,1.0,2016-01-06T20:57:17Z,92.0,2015-11-25T08:38:32Z,1.0,59.0,1.0,2015-12-16T10:13:29Z,2.0,31.0,1.0,True,10.0,37.0,1.0,3.0,60.0,142.0,641,0.0,2.0,0.0
1.0,0.0,2016-11-14T00:00:12Z,1.0,,38.0,Java,kocsipetra/temalab,0.0,1.0,,1.0,0.0,,0.0,1.0,done,74.0,6.0,6.0,0.0,1,1.0,1.0,1.0,ddf813b7b9c01f77df326a3d66b444ce8e305a61,,7.0,5.0,1.0,149.0,119.0,1.0,master,,1.0,2016-11-14T00:00:11Z,112.0,2016-10-22T20:06:26Z,1.0,12.0,1.0,2016-11-14T00:00:13Z,1.0,6.0,2.0,True,6.0,9.0,1.0,5.0,24.0,52.0,961,0.0,1.0,0.0
1.0,0.0,2013-07-01T13:08:59Z,1.0,,23.0,Java,kthoms/spray.example.entityrelationship,0.0,1.0,,1.0,0.0,,0.0,1.0,done,44.0,4.0,4.0,0.0,1,1.0,1.0,1.0,e77af18c889169f2833a5c2f2b000672368211c9,,5.0,4.0,1.0,176.0,72.0,1.0,master,,1.0,2013-06-27T07:53:40Z,67.0,2013-07-01T13:01:49Z,1.0,8.0,1.0,2014-04-24T03:34:12Z,1.0,4.0,2.0,True,10.0,7.0,1.0,21.0,16.0,44.0,657,0.0,1.0,0.0
21.0,0.0,2016-03-05T04:29:23Z,29.0,,649.0,Java,krisboutthat5/cdo-light,0.0,21.0,10.0,20.0,0.0,9.0,0.0,29.0,done,3298.0,173.0,599.0,0.0,21,29.0,21.0,27.0,f5e713969fbd3567bcfef07861a3b2dc8e51b17f,1.0,190.0,215.0,29.0,5907.0,4595.0,25.0,master,8.0,1.0,2012-08-14T19:14:59Z,3947.0,2016-03-05T04:25:51Z,21.0,772.0,21.0,2016-03-06T13:50:55Z,20.0,599.0,36.0,True,217.0,676.0,1.0,138.0,2439.0,3647.0,2203,0.0,28.0,0.0
1.0,0.0,2017-04-06T09:32:24Z,2.0,2.0,36.0,Java,kit-sdq/PLCOpenMetamodel,0.0,1.0,,2.0,0.0,,0.0,1.0,done,1401.0,128.0,270.0,0.0,1,2.0,1.0,2.0,1829edf72d8a003f06f60d7614246b49be5a9d51,,258.0,106.0,1.0,393.0,1709.0,2.0,master,2.0,1.0,2017-04-06T09:31:36Z,1437.0,2017-03-21T08:45:59Z,1.0,398.0,1.0,2017-03-21T09:07:39Z,1.0,270.0,3.0,True,14.0,274.0,1.0,12.0,388.0,814.0,1406,0.0,2.0,0.0
1.0,0.0,2017-08-04T13:23:29Z,2.0,,14.0,Java,kyberszittya/evabw,0.0,1.0,2.0,,0.0,,0.0,,done,43.0,,19.0,0.0,1,2.0,1.0,2.0,c3d60de4c308bf7055db13d3bfc105132736471d,,,0.0,,3082.0,78.0,2.0,master,,1.0,2017-08-04T13:23:18Z,57.0,2017-07-04T18:39:15Z,1.0,19.0,1.0,2017-07-11T18:03:38Z,,19.0,1.0,True,8.0,21.0,1.0,1.0,8.0,43.0,812,0.0,2.0,0.0
1.0,0.0,2018-02-16T09:38:35Z,1.0,,16.0,Java,kyrillzotkin/selectreveal-demo,0.0,1.0,,1.0,0.0,,0.0,1.0,done,41.0,1.0,1.0,0.0,1,1.0,1.0,1.0,03cb019708ed9a59ecef971b4574b6b09483545a,,2.0,2.0,1.0,77.0,59.0,1.0,master,,1.0,2018-02-16T09:38:17Z,57.0,2018-02-13T03:49:44Z,1.0,2.0,1.0,2018-02-13T04:03:02Z,1.0,1.0,1.0,True,8.0,4.0,1.0,18.0,17.0,35.0,656,0.0,1.0,0.0
1.0,0.0,2018-02-06T17:07:38Z,1.0,,266.0,Java,openGDA/gda-dls-beamlines-i11,0.0,1.0,,1.0,0.0,,0.0,1.0,done,1369.0,1.0,9.0,0.0,1,1.0,1.0,1.0,8f4f5f048cb84a36dc0c77c9cd40a5469c1cd176,,2.0,6.0,1.0,4415.0,1645.0,1.0,master,1.0,1.0,2018-02-06T12:26:01Z,1635.0,2015-09-15T13:38:58Z,1.0,10.0,1.0,2016-01-20T19:09:41Z,1.0,9.0,9.0,True,563.0,12.0,1.0,145.0,127.0,724.0,1281,0.0,1.0,0.0
5.0,0.0,2017-10-27T16:30:59Z,5.0,,91.0,Java,tetrabox/pacman-example,0.0,5.0,1.0,4.0,0.0,,0.0,4.0,done,212.0,45.0,45.0,0.0,5,5.0,5.0,5.0,2bdab507612aa4aa8994f6e661bedd89a26a9566,,49.0,27.0,4.0,350.0,357.0,4.0,master,,1.0,2017-10-27T16:30:46Z,303.0,2017-07-14T13:17:07Z,5.0,90.0,2.0,2017-07-24T07:54:07Z,4.0,45.0,7.0,True,36.0,58.0,1.0,59.0,142.0,310.0,667,0.0,5.0,0.0
2.0,0.0,2017-11-22T15:11:11Z,2.0,,66.0,Java,tetrabox/devs-example,0.0,2.0,,2.0,0.0,,0.0,2.0,done,177.0,31.0,31.0,0.0,2,2.0,2.0,2.0,e9f393acba5bf7d992784f91b8fff191a3f7893d,,33.0,11.0,2.0,96.0,277.0,2.0,master,,1.0,2017-11-22T15:11:04Z,243.0,2017-11-22T12:35:29Z,2.0,62.0,1.0,2017-11-22T15:11:13Z,2.0,31.0,7.0,True,34.0,37.0,1.0,48.0,94.0,216.0,657,0.0,2.0,0.0
1.0,0.0,2015-03-16T09:04:13Z,1.0,,46.0,Java,sgandon/handicom,0.0,1.0,,1.0,0.0,,0.0,1.0,done,87.0,5.0,5.0,0.0,1,1.0,1.0,1.0,fdc962971e5bdbe00ebb1814d81a0c6c66d0845b,,5.0,4.0,1.0,312.0,139.0,1.0,master,1.0,1.0,2009-03-08T23:19:21Z,133.0,2015-03-16T09:01:31Z,1.0,10.0,1.0,2015-03-16T09:02:21Z,1.0,5.0,4.0,True,20.0,8.0,1.0,17.0,35.0,79.0,656,0.0,1.0,0.0
1.0,0.0,2015-04-11T05:47:29Z,1.0,,26.0,Java,tangrui/agileplex-framework,0.0,1.0,,1.0,0.0,,0.0,1.0,done,56.0,11.0,11.0,0.0,1,1.0,1.0,1.0,a875e70e30fb25cda232053a1bc67c0afc719dc6,,12.0,14.0,1.0,2624.0,94.0,1.0,master,,1.0,2008-11-24T12:40:51Z,82.0,2015-04-11T05:44:56Z,1.0,22.0,,2015-04-11T05:45:37Z,1.0,11.0,1.0,True,7.0,14.0,1.0,3.0,35.0,72.0,688,0.0,1.0,0.0
1.0,0.0,2015-05-28T04:23:38Z,1.0,,23.0,Java,talitalopes/GraphitiChess,0.0,1.0,,1.0,0.0,,0.0,1.0,done,49.0,7.0,7.0,0.0,1,1.0,1.0,1.0,d16d9dc0bdd70b4cd8880e44055f704a9770f18e,,8.0,6.0,1.0,180.0,80.0,1.0,master,,1.0,2015-05-28T04:23:23Z,72.0,2015-05-28T04:15:45Z,1.0,14.0,1.0,2015-05-28T04:23:40Z,1.0,7.0,1.0,True,6.0,10.0,1.0,5.0,29.0,57.0,625,0.0,1.0,0.0
2.0,0.0,2013-02-14T15:51:51Z,5.0,3.0,58.0,Java,takarabt/bpmn,0.0,1.0,1.0,4.0,0.0,,0.0,2.0,done,1613.0,167.0,482.0,0.0,1,5.0,2.0,5.0,2c917dafcc7d643ea2c98bc97f76c9c9943918cc,,463.0,28.0,2.0,868.0,2159.0,5.0,master,1.0,1.0,2013-02-14T15:04:40Z,1671.0,2013-02-13T09:32:45Z,1.0,649.0,1.0,2013-12-13T23:51:47Z,2.0,482.0,4.0,True,17.0,491.0,1.0,16.0,825.0,1516.0,1094,0.0,5.0,0.0
4.0,0.0,2013-07-11T14:55:33Z,5.0,2.0,66.0,Java,takarabt/BPMN-Cmof2Ecore,0.0,1.0,,5.0,0.0,,0.0,4.0,done,1568.0,167.0,313.0,0.0,1,5.0,4.0,5.0,addce109a6e263bb7baa54ecb42b75cfc023e04c,,318.0,39.0,4.0,1340.0,1955.0,5.0,master,,1.0,2013-07-11T14:55:33Z,1634.0,2013-02-20T13:07:53Z,1.0,480.0,1.0,2013-10-07T12:43:28Z,4.0,313.0,3.0,True,15.0,326.0,1.0,12.0,676.0,1200.0,1203,0.0,5.0,1.0
1.0,0.0,2017-12-12T08:42:46Z,4.0,,69.0,Java,szocske19/openmodelica,0.0,1.0,4.0,,0.0,,0.0,,done,400.0,,115.0,0.0,1,4.0,1.0,4.0,3db817944575ac6a986c075783279de4d17311ec,,,0.0,,15796.0,588.0,4.0,master,,1.0,2017-12-12T08:42:46Z,469.0,2017-04-20T20:38:30Z,1.0,115.0,1.0,2017-05-05T11:36:25Z,,115.0,3.0,True,37.0,119.0,1.0,36.0,209.0,377.0,1375,0.0,4.0,0.0
2.0,0.0,2017-11-14T17:56:17Z,3.0,,49.0,Java,tetrabox/statemachines,0.0,2.0,,3.0,0.0,,0.0,3.0,done,91.0,16.0,16.0,0.0,2,3.0,2.0,2.0,da615353b6ef756e67a7baeb8d7fd46178278bd9,,19.0,5.0,3.0,120.0,160.0,2.0,master,,1.0,2017-11-14T17:56:14Z,140.0,2017-11-14T16:45:07Z,2.0,32.0,2.0,2017-11-14T16:46:51Z,3.0,16.0,5.0,True,21.0,25.0,1.0,39.0,49.0,127.0,633,0.0,3.0,0.0
1.0,0.0,2017-05-15T17:21:53Z,1.0,,12.0,Java,thestrutpole/dppgraph,0.0,1.0,,1.0,0.0,,0.0,1.0,done,29.0,8.0,8.0,0.0,1,1.0,1.0,1.0,87b5083d6673318872237deb1a6d1cbc7ac2284c,,9.0,3.0,1.0,22.0,50.0,1.0,master,,1.0,2017-05-15T17:25:36Z,41.0,2016-11-30T11:34:44Z,1.0,16.0,1.0,2016-12-04T12:01:24Z,1.0,8.0,1.0,True,3.0,11.0,1.0,2.0,22.0,49.0,625,0.0,1.0,0.0
1.0,0.0,2017-02-16T13:41:11Z,1.0,,11.0,Java,tobiasf670/MBSE,0.0,1.0,,1.0,0.0,,0.0,1.0,done,27.0,5.0,6.0,0.0,1,1.0,1.0,1.0,af2271a037887b9ee88ab9ff5bd634520156b357,,6.0,4.0,1.0,19.0,45.0,1.0,master,1.0,1.0,2017-02-16T13:41:05Z,38.0,2017-02-16T13:33:01Z,1.0,11.0,1.0,2017-02-16T13:40:52Z,1.0,6.0,1.0,True,5.0,9.0,1.0,2.0,18.0,42.0,625,0.0,1.0,0.0
1.0,0.0,2017-07-19T03:23:44Z,1.0,,33.0,Java,timeraider4u/softwaretraces,0.0,1.0,1.0,,0.0,,0.0,,done,46.0,,4.0,0.0,1,1.0,1.0,1.0,f83e843a6a002eb2a509ac6eb2f24e2c73d0f999,,,0.0,,186.0,84.0,1.0,master,,1.0,2017-07-19T03:23:39Z,79.0,2017-07-14T00:38:16Z,1.0,4.0,1.0,2017-07-14T01:10:31Z,,4.0,3.0,True,13.0,5.0,1.0,13.0,15.0,42.0,625,0.0,1.0,0.0
1.0,0.0,2015-07-31T10:43:20Z,1.0,,31.0,Java,tht-krisztian/Petri,0.0,1.0,,1.0,0.0,,0.0,1.0,done,76.0,7.0,7.0,0.0,1,1.0,1.0,1.0,b298ec7e45da624f84120054d90125ec62570046,,8.0,2.0,1.0,368.0,115.0,1.0,master,,1.0,2015-07-31T10:42:45Z,107.0,2015-07-28T07:55:30Z,1.0,14.0,1.0,2015-07-28T11:59:07Z,1.0,7.0,4.0,True,6.0,10.0,1.0,15.0,43.0,77.0,625,0.0,1.0,0.0
1.0,0.0,2015-07-27T17:44:28Z,1.0,,45.0,Java,tht-krisztian/EMF-Petri,0.0,1.0,,1.0,0.0,,0.0,1.0,done,79.0,8.0,21.0,0.0,1,1.0,1.0,1.0,600a29c76f3f4a0484824ea2ceedf87cbed35282,,7.0,3.0,1.0,408.0,146.0,1.0,master,1.0,1.0,2015-07-27T17:43:57Z,124.0,2015-07-17T13:05:44Z,1.0,29.0,1.0,2015-07-17T14:42:48Z,1.0,21.0,3.0,True,12.0,24.0,1.0,11.0,34.0,87.0,625,0.0,1.0,0.0
1.0,0.0,2013-07-30T14:56:48Z,1.0,,42.0,Java,svn2github/riff-wav-for-java,0.0,1.0,,1.0,0.0,,0.0,1.0,done,212.0,30.0,41.0,0.0,1,1.0,1.0,1.0,3ec89828129a7b4327c74fc9314b05081968e627,,31.0,16.0,1.0,380.0,296.0,1.0,master,1.0,1.0,2010-02-26T21:39:00Z,254.0,2013-07-30T14:56:38Z,1.0,71.0,1.0,2013-12-07T19:10:37Z,1.0,41.0,4.0,True,14.0,44.0,1.0,14.0,125.0,224.0,797,0.0,1.0,0.0
1.0,0.0,2016-12-23T19:38:50Z,2.0,,25.0,Java,sourcepit/org.sourcepit.emf.derive,0.0,1.0,,2.0,0.0,,0.0,2.0,done,31.0,2.0,2.0,0.0,1,2.0,1.0,1.0,e5427f387a82e18699c7045340aa9f4faf209d79,,4.0,1.0,2.0,25.0,60.0,1.0,master,,1.0,2016-12-23T19:38:35Z,56.0,2016-12-18T19:43:45Z,1.0,4.0,1.0,2016-12-23T19:38:51Z,2.0,2.0,2.0,True,5.0,8.0,1.0,8.0,20.0,42.0,628,0.0,2.0,0.0
1.0,0.0,2015-08-22T15:55:35Z,1.0,,27.0,Java,svantebjorkberg/myrepo,0.0,1.0,,1.0,0.0,,0.0,1.0,done,103.0,12.0,13.0,0.0,1,1.0,1.0,1.0,a1ca5fc0caa52f156deaebfb2421e7d5b15375ec,,13.0,19.0,1.0,188.0,144.0,1.0,master,1.0,1.0,2015-08-22T15:54:56Z,130.0,2015-08-21T20:44:29Z,1.0,25.0,1.0,2015-08-22T15:55:36Z,1.0,13.0,3.0,True,12.0,16.0,1.0,5.0,60.0,109.0,641,0.0,1.0,0.0
1.0,0.0,2015-05-11T10:59:23Z,1.0,,118.0,Java,subhankarc/myWork,0.0,1.0,,1.0,0.0,,0.0,1.0,done,349.0,12.0,12.0,0.0,1,1.0,1.0,1.0,6f769ba31a8fcec5c6284a9de8afb17a0db14197,,13.0,6.0,1.0,15580.0,480.0,1.0,master,,1.0,2015-05-11T10:57:58Z,467.0,2015-03-29T06:58:29Z,1.0,24.0,1.0,2015-05-11T10:54:54Z,1.0,12.0,5.0,True,31.0,15.0,1.0,22.0,126.0,197.0,984,0.0,1.0,0.0
