http://org.softlang.com/EcorePackageGenmodel,stargazers_count,pushed_at,http://org.softlang.com/EcorePackageXMI,http://org.softlang.com/qegal/EE,http://org.softlang.com/Folder,language,repository,http://org.softlang.com/Ant,genmodel,http://org.softlang.com/qegal/EJ1,http://org.softlang.com/qegal/EJ3,http://org.softlang.com/Pom,http://org.softlang.com/qegal/EJ2,http://org.softlang.com/Gradle,http://org.softlang.com/EcorePackageJava,state,http://org.softlang.com/File,http://org.softlang.com/EcoreClassifierJava,http://org.softlang.com/EcoreClassifierXMI,duplicates,http://org.softlang.com/qegal/E,http://org.softlang.com/qegal/G,http://org.softlang.com/Ecore,sha,http://org.softlang.com/qegal/EJJ,http://org.softlang.com/correspondsTo,eobject,http://org.softlang.com/qegal/J,size,http://org.softlang.com/partOf,ecore,default_branch,http://org.softlang.com/qegal/EJc2,components,sha_data,http://org.softlang.com/manifestsAs,created_at,http://org.softlang.com/Genmodel,http://org.softlang.com/uri,http://org.softlang.com/refersTo,updated_at,http://org.softlang.com/EcoreFactoryJava,http://org.softlang.com/name,http://org.softlang.com/OSGiProject,uniform_build,http://org.softlang.com/XML,http://org.softlang.com/nsUri,http://org.softlang.com/Manifest,http://org.softlang.com/refOccurs,http://org.softlang.com/Java,http://org.softlang.com/elementOf,http://org.softlang.com/Xtext,time,watchers_count,http://org.softlang.com/nsPrefix,forks_count,exception_in_process,http://org.softlang.com/Emfatic,http://org.softlang.com/QVTo,http://org.softlang.com/Acceleo,http://org.softlang.com/Sirius,http://org.softlang.com/GMF,http://org.softlang.com/Xpand,http://org.softlang.com/JET,http://org.softlang.com/ATL,http://org.softlang.com/IncQuery,http://org.softlang.com/OCL,http://org.softlang.com/EOL,http://org.softlang.com/Xcore,http://org.softlang.com/Eugenia,http://org.softlang.com/EVL,http://org.softlang.com/EGL
1.0,1.0,2011-11-10T20:39:45Z,2.0,,26.0,Java,pgillich/CannyCad,0.0,1.0,2.0,,0.0,,0.0,,done,32.0,,10.0,0.0,2.0,1.0,1.0,1c0c121b1f6b2d81e3f74c31f7c1e7b38bfd3c79,,,0.0,,6232.0,70.0,1.0,master,,1.0,2011-11-10T20:36:17Z,58.0,2011-10-30T23:44:04Z,1.0,10.0,1.0,2013-11-25T11:30:19Z,,10.0,2.0,True,9.0,12.0,1.0,9.0,9.0,37.0,,906,1.0,2.0,0.0,,,,,,,,,,,,,,,,
1.0,1.0,2015-12-01T19:48:09Z,1.0,,48.0,Java,ridz1208/DemocDSL_ECSE539-Project,0.0,1.0,,1.0,0.0,,0.0,1.0,done,89.0,5.0,5.0,0.0,1.0,1.0,1.0,31f9daacfc9fdf79865cd0fab783b0c28261194e,,6.0,5.0,1.0,1253.0,143.0,1.0,master,,1.0,2015-12-01T19:47:50Z,137.0,2015-11-18T02:01:07Z,1.0,10.0,1.0,2015-12-01T23:14:37Z,1.0,5.0,3.0,True,12.0,8.0,1.0,11.0,40.0,74.0,,844,1.0,1.0,0.0,,,,,,,,,,,,,,,,
1.0,1.0,2012-04-28T21:07:57Z,1.0,,76.0,Java,marcusphi/polopoly-dsl,0.0,1.0,,1.0,0.0,,0.0,1.0,done,86.0,8.0,8.0,0.0,1.0,1.0,1.0,95f09205fef948f6c16192c57eb61d60237326c0,,9.0,4.0,1.0,192.0,171.0,1.0,master,,1.0,2012-04-28T21:07:49Z,162.0,2012-04-28T20:15:18Z,1.0,16.0,,2014-03-24T10:35:33Z,1.0,8.0,3.0,True,15.0,11.0,1.0,36.0,55.0,98.0,1,657,1.0,1.0,0.0,,,,,,,,,,,,,,,,
2.0,1.0,2013-05-31T09:43:44Z,7.0,5.0,182.0,Java,planger/emf-profiles,0.0,2.0,5.0,2.0,0.0,,0.0,2.0,done,433.0,7.0,17.0,0.0,7.0,2.0,7.0,81d171ce275940e6a614e6d3de1916ec0182fcf6,,9.0,14.0,2.0,1884.0,640.0,7.0,master,,1.0,2013-03-21T13:40:40Z,615.0,2013-05-31T09:42:15Z,2.0,24.0,2.0,2017-07-07T08:34:34Z,2.0,17.0,13.0,True,69.0,28.0,1.0,114.0,278.0,419.0,,734,1.0,7.0,1.0,,,,,,4,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,java.lang.NullPointerException,,,,,,,,,,,,,,,
3.0,1.0,2017-06-10T17:01:22Z,4.0,3.0,132.0,Java,TodorovicNikola/SurveyDSL,0.0,3.0,1.0,3.0,0.0,,0.0,1.0,done,307.0,10.0,49.0,0.0,4.0,3.0,4.0,8c5eab354fc2950b72603270b85f3585bcaaf7dc,,33.0,6.0,1.0,2563.0,494.0,4.0,master,,1.0,2017-06-10T17:01:21Z,439.0,2017-06-08T08:47:45Z,3.0,59.0,3.0,2017-06-11T09:08:40Z,1.0,49.0,6.0,True,33.0,55.0,1.0,49.0,66.0,186.0,2,828,1.0,4.0,0.0,,,,,,,,,,,,,,1,,
"",1.0,2017-10-19T19:03:10Z,1.0,,137.0,Java,dedeLandi/kdm-manager,0.0,0.0,1.0,,0.0,,0.0,,done,138.0,,2.0,0.0,1.0,,1.0,f24f366c0a2b2b75165beb48b5afc48a0a4b772c,,,0.0,,12515.0,277.0,1.0,master,,1.0,2017-10-19T18:58:36Z,275.0,2016-10-12T18:06:20Z,,2.0,,2016-10-22T19:12:47Z,,2.0,1.0,True,7.0,3.0,1.0,18.0,115.0,128.0,,937,1.0,1.0,0.0,,,,,,,,,1,,,,,,,
1.0,1.0,2017-02-05T16:11:22Z,1.0,,107.0,Java,dedeLandi/dcl-kdm,0.0,1.0,,1.0,0.0,,0.0,1.0,done,144.0,17.0,17.0,0.0,1.0,1.0,1.0,8c1135d0cc9588b5ce9ccea88dcc3d661a12d08a,,18.0,10.0,1.0,1652.0,269.0,1.0,master,,1.0,2017-02-05T16:09:06Z,251.0,2016-10-12T18:05:15Z,1.0,34.0,,2016-10-22T19:02:15Z,1.0,17.0,4.0,True,18.0,20.0,1.0,41.0,81.0,147.0,1,688,1.0,1.0,0.0,,,,,,,,,,,,,,,,
2.0,1.0,2013-05-28T10:24:42Z,2.0,2.0,97.0,Java,marcotinacci/SwarmRobotics,0.0,2.0,,2.0,0.0,,0.0,1.0,done,247.0,31.0,62.0,0.0,2.0,2.0,2.0,46022dbe7f6f90ce9b7d6a5ce3ea5cf8052dfe06,,64.0,12.0,1.0,6674.0,409.0,2.0,master,,1.0,2013-05-28T10:24:35Z,344.0,2012-04-14T10:57:20Z,2.0,93.0,,2016-06-23T15:43:51Z,1.0,62.0,3.0,True,28.0,66.0,1.0,28.0,104.0,241.0,2,1067,1.0,2.0,0.0,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,java.lang.NullPointerException,,,,,,,,,,,,,,,
1.0,1.0,2010-07-09T11:07:26Z,1.0,,58.0,0,copton/XTextExamples,0.0,1.0,1.0,,0.0,,0.0,,done,55.0,,6.0,0.0,1.0,1.0,1.0,262b7981e34cf2c60898ab0d1d0a4a7998b60c23,,,0.0,,120.0,120.0,1.0,master,,1.0,2010-07-09T11:05:49Z,113.0,2010-07-09T09:14:24Z,1.0,6.0,,2013-10-02T10:50:58Z,,6.0,3.0,True,14.0,7.0,1.0,27.0,12.0,42.0,2,797,1.0,1.0,0.0,,,,,,,,,,,,,,,,
6.0,1.0,2013-02-05T12:59:42Z,6.0,,332.0,Java,cosminstefanxp/epns,0.0,6.0,,6.0,0.0,,0.0,6.0,done,871.0,38.0,33.0,0.0,6.0,6.0,6.0,33b2a26065b24e9614d1a32ec92d56baf1702332,,39.0,18.0,6.0,16750.0,1247.0,6.0,master,,1.0,2013-02-05T12:59:36Z,1203.0,2013-02-05T11:38:21Z,6.0,71.0,6.0,2013-11-30T19:30:24Z,6.0,33.0,30.0,True,142.0,51.0,1.0,197.0,353.0,662.0,1,1172,1.0,6.0,2.0,,,,,,1,,,,,,,,,,
2.0,1.0,2010-04-07T07:02:24Z,2.0,2.0,69.0,0,dawsonsystems/Eclipse-Swift-Message-Editor,0.0,2.0,,2.0,0.0,,0.0,1.0,done,143.0,1.0,2.0,0.0,2.0,2.0,2.0,b35268ec7150dd215b21d0d7c66e031051592a73,,4.0,1.0,1.0,244.0,217.0,2.0,master,,1.0,2010-04-07T07:02:08Z,212.0,2010-04-07T06:48:01Z,2.0,3.0,,2013-10-13T06:58:57Z,1.0,2.0,3.0,True,20.0,6.0,1.0,29.0,35.0,74.0,4,704,1.0,2.0,1.0,,,,,,,,,,,,,,,,
1.0,1.0,2018-02-21T15:25:57Z,1.0,,220.0,JavaScript,reTHINK-project/dev-service-framework,0.0,1.0,,1.0,0.0,,0.0,1.0,done,827.0,20.0,18.0,0.0,1.0,1.0,1.0,a4a893f585cc16064157db4bc9d91c3bc47285ef,,19.0,7.0,1.0,100831.0,1066.0,1.0,master,,1.0,2018-01-09T17:25:48Z,1047.0,2015-10-14T10:06:32Z,1.0,38.0,,2016-11-04T14:24:21Z,1.0,18.0,2.0,True,12.0,21.0,1.0,20.0,73.0,133.0,2,1922,1.0,1.0,2.0,,,,,,,,,,,,,,,,
1.0,1.0,2016-10-26T04:32:08Z,1.0,,131.0,Java,cps-sei/dmplc,0.0,1.0,,1.0,0.0,,0.0,1.0,done,653.0,86.0,93.0,0.0,1.0,1.0,1.0,d8c7deb34da274b7d2157ffb72a039574cf8095f,,87.0,20.0,1.0,37111.0,878.0,1.0,release-0.4.0,1.0,1.0,2016-10-26T04:26:13Z,784.0,2015-06-01T15:42:36Z,1.0,179.0,,2017-02-14T09:58:21Z,1.0,93.0,4.0,True,27.0,96.0,1.0,40.0,194.0,414.0,1,1078,1.0,1.0,2.0,,,,,,,,,,,,,,,,
2.0,1.0,2012-07-04T07:10:14Z,2.0,2.0,12.0,Java,daumproject/daum-model,0.0,2.0,,2.0,0.0,,0.0,1.0,done,160.0,33.0,66.0,0.0,2.0,2.0,2.0,81ce9edb5ab1828d8f13a839e9c26f5010648d54,,68.0,36.0,1.0,240.0,241.0,2.0,master,,1.0,2012-07-04T07:10:01Z,172.0,2012-07-03T12:47:00Z,2.0,99.0,2.0,2013-10-17T16:16:52Z,1.0,66.0,1.0,True,9.0,70.0,1.0,2.0,72.0,192.0,,647,1.0,2.0,0.0,,,,,,,,,,,,,,,,
1.0,1.0,2013-12-17T19:28:21Z,1.0,,127.0,Java,crubier/lil,0.0,1.0,,1.0,0.0,,0.0,1.0,done,363.0,93.0,93.0,0.0,1.0,1.0,1.0,eeff7e0b2b1e0d6438a8dd84978495ea05e65480,,94.0,27.0,1.0,12324.0,584.0,1.0,master,,1.0,2013-12-17T18:32:30Z,490.0,2013-11-10T14:34:34Z,1.0,186.0,,2013-12-17T19:28:22Z,1.0,93.0,3.0,True,21.0,96.0,1.0,32.0,235.0,454.0,2,828,1.0,1.0,0.0,,,,,,,,,,,,,,,,
1.0,1.0,2014-03-07T15:25:39Z,1.0,,99.0,Java,protossoftware/FlowOfWork,0.0,1.0,,1.0,0.0,,0.0,1.0,done,170.0,21.0,21.0,0.0,1.0,1.0,1.0,4b84fc8e39b18ce70277c0b7c5cad6732f639341,,22.0,9.0,1.0,6080.0,291.0,1.0,master,,1.0,2014-03-07T15:25:25Z,269.0,2013-03-06T10:40:47Z,1.0,42.0,,2014-03-07T15:25:40Z,1.0,21.0,3.0,True,20.0,24.0,1.0,28.0,87.0,161.0,1,828,1.0,1.0,0.0,,,,,,,,,,,,,,,,
1.0,1.0,2016-01-21T13:41:41Z,1.0,,86.0,Java,Tha1n/CompilerWhileCpp,0.0,1.0,,1.0,0.0,,0.0,1.0,done,177.0,18.0,19.0,0.0,1.0,1.0,1.0,28799436bd82ff5d67eb1ab359ca111156c7ee08,,19.0,18.0,1.0,80298.0,283.0,1.0,master,1.0,1.0,2016-01-21T13:39:09Z,263.0,2015-11-03T15:56:01Z,1.0,37.0,,2016-10-13T10:43:22Z,1.0,19.0,3.0,True,7.0,22.0,1.0,27.0,87.0,143.0,1,962,1.0,1.0,0.0,,,,,,,,,,,,,,,,
1.0,1.0,2011-06-01T20:22:08Z,1.0,,47.0,Java,markoalas/eclipse-hta,0.0,1.0,,1.0,0.0,,0.0,1.0,done,171.0,5.0,5.0,0.0,1.0,1.0,1.0,92aea30c301d767bfbfe2a152f99106c25ba867e,,6.0,7.0,1.0,29360.0,224.0,1.0,master,,1.0,2011-06-01T20:22:02Z,218.0,2011-03-24T17:32:37Z,1.0,10.0,1.0,2014-04-20T22:28:58Z,1.0,5.0,3.0,True,11.0,8.0,1.0,12.0,99.0,132.0,,1109,1.0,1.0,0.0,,,,,,,,,,,,,,,,
1.0,1.0,2013-05-14T09:41:19Z,1.0,,47.0,Java,rugbroed/BPE,0.0,1.0,,1.0,0.0,,0.0,1.0,done,420.0,45.0,48.0,0.0,1.0,1.0,1.0,8eea551d59673875c0dcd2ee5e169ab51775f469,,44.0,12.0,1.0,12596.0,516.0,1.0,master,1.0,1.0,2013-04-30T22:24:52Z,467.0,2013-02-22T16:40:59Z,1.0,93.0,1.0,2013-12-22T14:25:57Z,1.0,48.0,4.0,True,18.0,51.0,1.0,15.0,189.0,314.0,1,920,1.0,1.0,0.0,,,,,,,,,,,,,,,,
1.0,1.0,2015-12-17T15:55:25Z,2.0,,100.0,Java,masters-info-nantes/DJYN,0.0,1.0,1.0,1.0,0.0,,0.0,1.0,done,205.0,9.0,265.0,0.0,2.0,1.0,3.0,1102abe1b7e7f6379268e58a4c4e5598f2bcd2ef,,10.0,11.0,1.0,10171.0,572.0,1.0,master,,1.0,2015-12-17T15:54:51Z,305.0,2015-11-04T08:36:58Z,1.0,274.0,,2015-11-04T21:55:03Z,1.0,265.0,3.0,True,22.0,269.0,1.0,27.0,57.0,368.0,2,909,1.0,2.0,0.0,,,,,,,,,1,,,,,,,
"",1.0,2016-06-27T08:36:30Z,2.0,,12.0,Java,pcdavid/org.eclipse.sirius.sample.properties.refedit,0.0,0.0,2.0,,0.0,,0.0,,done,15.0,,4.0,0.0,2.0,,1.0,be6afdf470b1cf7f13bff4ee344535e81fd398b9,,,0.0,,243.0,32.0,1.0,master,,1.0,2016-06-27T10:36:21Z,27.0,2016-06-27T08:01:33Z,,,,2017-06-22T11:33:02Z,,,1.0,True,7.0,,1.0,8.0,2.0,18.0,,640,1.0,1.0,0.0,,,,,1,,,,,,,,,,,
1.0,1.0,2014-11-07T21:02:08Z,1.0,,123.0,Java,serhatGezgin/hermes,0.0,1.0,,1.0,0.0,,0.0,1.0,done,184.0,10.0,10.0,0.0,1.0,1.0,1.0,57e0b09c366498ea3fbf13de3acd0e87fcfe835f,,11.0,2.0,1.0,2252.0,318.0,1.0,master,,1.0,2014-11-07T21:02:07Z,307.0,2014-07-12T18:42:27Z,1.0,20.0,1.0,2014-09-03T11:33:09Z,1.0,10.0,7.0,True,28.0,13.0,1.0,48.0,70.0,138.0,1,719,1.0,1.0,0.0,,,,,,,,,,,,,,1,,
2.0,1.0,2013-08-13T11:56:47Z,2.0,,123.0,Java,paissad/waqtsalat-eclipse-plugin,0.0,2.0,,2.0,0.0,,0.0,2.0,done,512.0,,11.0,0.0,2.0,2.0,2.0,db40ba2f8477b80482b7f49f51a372b1a50a4eff,,2.0,4.0,2.0,33616.0,649.0,2.0,master,2.0,1.0,2013-08-11T12:41:19Z,635.0,2013-07-22T06:40:02Z,2.0,11.0,2.0,2013-11-04T00:51:34Z,2.0,11.0,10.0,True,52.0,17.0,1.0,27.0,93.0,188.0,,1141,1.0,2.0,0.0,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,org.eclipse.jgit.dircache.InvalidPathException: Invalid path: Implementacion/bin/co/edu/uniandes/badSmellsChecker/models/Working: 2_InputToVisualizationData.etl.model,,,,,,,,,,,,,,,
1.0,1.0,2018-02-06T11:43:59Z,1.0,,200.0,Java,Nicotin3/while-project,0.0,1.0,,1.0,0.0,,0.0,1.0,done,346.0,17.0,7.0,0.0,1.0,1.0,1.0,dc8f229110aebb5236bf7f54a10ec5f4fda32b70,,8.0,17.0,1.0,3581.0,554.0,1.0,master,,1.0,2018-02-06T11:43:58Z,546.0,2017-10-03T16:47:45Z,1.0,24.0,,2017-11-07T14:36:50Z,1.0,7.0,5.0,True,20.0,10.0,1.0,38.0,108.0,168.0,2,797,1.0,1.0,0.0,,,,,,,,,,,,,,,,
"",1.0,2016-12-20T16:47:04Z,26.0,,40.0,Assembly,e-motions/emotions-plugin,0.0,0.0,26.0,,0.0,,0.0,,done,118.0,,436.0,0.0,26.0,,8.0,0fb0c98376b0a7f1ae2713d58ed99e680188e751,,,0.0,,9324.0,619.0,8.0,master,,1.0,2016-12-20T16:47:02Z,158.0,2016-03-17T11:42:32Z,,436.0,,2017-06-19T22:01:15Z,,436.0,1.0,True,27.0,462.0,1.0,11.0,46.0,545.0,,844,1.0,26.0,1.0,,,,,,,,,,,,,,,,
1.0,1.0,2012-07-12T12:14:25Z,1.0,,14.0,Java,Yves-T/EMF_JFace_databinding,0.0,1.0,,1.0,0.0,,0.0,1.0,done,27.0,2.0,2.0,0.0,1.0,1.0,1.0,bdfa1a4432e473547390a0a7638a63eba3ea306c,,3.0,4.0,1.0,104.0,44.0,1.0,master,,1.0,2012-07-12T12:12:37Z,41.0,2012-07-12T11:58:50Z,1.0,4.0,1.0,2014-03-01T08:33:56Z,1.0,2.0,1.0,True,4.0,5.0,1.0,8.0,18.0,34.0,,594,1.0,1.0,0.0,,,,,,,,,,,,,,,,
"",1.0,2014-09-07T23:37:36Z,5.0,,612.0,Java,sebasst/SyncAndroidSWEProject,0.0,0.0,5.0,,0.0,,0.0,,done,1410.0,,34.0,0.0,5.0,,5.0,b1c7899c99801903beac3e1ba5ce91d78be1ad0c,,,0.0,,24876.0,2060.0,5.0,master,,1.0,2014-09-07T23:37:34Z,2022.0,2014-09-07T23:17:59Z,,,,2015-04-04T22:08:38Z,,,4.0,True,198.0,,1.0,15.0,234.0,484.0,,2079,1.0,,0.0,,4,,,,,,,,,,6,,,2,4
1.0,1.0,2016-01-19T20:29:16Z,1.0,,86.0,Java,lgwagner/SIMPAL,0.0,1.0,,1.0,0.0,,0.0,1.0,done,367.0,92.0,92.0,0.0,1.0,1.0,1.0,fce10b4fa780362033014585f85949c32f066ac5,,93.0,21.0,1.0,4567.0,546.0,1.0,master,,1.0,2016-01-19T20:29:16Z,453.0,2015-05-19T16:26:37Z,1.0,184.0,,2017-01-03T23:09:54Z,1.0,92.0,3.0,True,14.0,95.0,1.0,30.0,320.0,530.0,1,775,1.0,1.0,1.0,,,,,,,,,,,,,,,,
"",1.0,2012-10-30T13:40:21Z,,,10.0,Java,Obeo/emf.specimen,0.0,0.0,,,0.0,,0.0,,done,10.0,,,0.0,,,,692986d91da9facd5995d47d180f1386a6c8a479,,,1.0,,136.0,19.0,0.0,master,,1.0,2012-10-30T13:38:15Z,20.0,2012-10-18T15:53:58Z,,,,2016-01-31T16:33:21Z,,,1.0,True,2.0,,1.0,,4.0,8.0,,610,1.0,,0.0,,,,,,,,,,,,,,,,
7.0,1.0,2011-07-14T06:52:34Z,7.0,,310.0,Java,YongJiang/org.eclipse.birt.chart,0.0,2.0,,7.0,0.0,,0.0,7.0,done,1710.0,133.0,185.0,0.0,7.0,7.0,7.0,a219065ee1c297cdc2a557e1c4ae5bb06317f14f,,139.0,54.0,7.0,19452.0,2218.0,7.0,master,5.0,1.0,2011-07-05T10:35:56Z,2020.0,2011-07-13T08:30:55Z,2.0,318.0,1.0,2014-02-11T01:25:00Z,7.0,185.0,13.0,True,97.0,206.0,1.0,86.0,1263.0,1741.0,,1593,1.0,7.0,0.0,,,,,,,,1,,,,,,,,
2.0,1.0,2013-04-23T09:16:01Z,2.0,2.0,91.0,Java,martinbaker/caslEdit,0.0,2.0,,2.0,0.0,,0.0,1.0,done,310.0,37.0,74.0,0.0,2.0,2.0,2.0,1f3195db10f743a1abfff3724cbc658ced4bcb36,,76.0,27.0,1.0,2076.0,478.0,2.0,master,,1.0,2013-04-23T09:15:29Z,401.0,2013-04-21T15:34:02Z,2.0,111.0,,2014-09-16T02:04:53Z,1.0,74.0,3.0,True,21.0,78.0,1.0,33.0,111.0,259.0,2,797,1.0,2.0,0.0,,,,,,,,,,,,,,,,
1.0,1.0,2016-06-16T11:31:53Z,1.0,,24.0,Java,patnan/papyrus_anatomy,0.0,1.0,,1.0,0.0,,0.0,1.0,done,42.0,5.0,5.0,0.0,1.0,1.0,1.0,121c7d6784a68efbfd0fc2d53338417ec90a9ed2,,6.0,3.0,1.0,48.0,72.0,1.0,master,,1.0,2016-06-16T11:31:53Z,66.0,2016-05-17T09:19:25Z,1.0,10.0,1.0,2017-04-27T11:29:10Z,1.0,5.0,1.0,True,15.0,8.0,1.0,11.0,19.0,52.0,,641,1.0,1.0,0.0,,,,,,,,,,,,,,,,
9.0,1.0,2017-12-08T09:56:44Z,13.0,2.0,501.0,Java,PalladioSimulator/Palladio-Addons-PerOpteryx,0.0,6.0,,13.0,0.0,,0.0,12.0,done,1480.0,138.0,141.0,0.0,13.0,9.0,9.0,0e36b5ae8c0d654bedb9507c827577bb124f97ec,,153.0,70.0,12.0,11477.0,2143.0,9.0,master,1.0,1.0,2017-06-12T08:52:33Z,1981.0,2017-06-01T13:59:35Z,6.0,279.0,2.0,2017-12-15T08:28:27Z,12.0,141.0,29.0,True,152.0,178.0,1.0,389.0,863.0,1413.0,,1547,1.0,13.0,0.0,,,,,,,,,,,,,,,,
1.0,1.0,2018-02-13T17:01:30Z,1.0,,13.0,TeX,dsevilla/jisbd17-nosql,0.0,1.0,1.0,,0.0,,0.0,,done,67.0,,3.0,0.0,1.0,1.0,1.0,0cd28ae187f9eeab21dc1485d9f972c0107c87f9,,,0.0,,15074.0,84.0,1.0,master,,1.0,2018-02-13T17:01:30Z,80.0,2017-07-12T17:46:03Z,1.0,3.0,1.0,2017-09-26T23:08:06Z,,3.0,1.0,True,5.0,4.0,1.0,1.0,,14.0,,1026,1.0,1.0,1.0,,,,,,,,,,,,,,,,
2.0,1.0,2016-04-29T12:25:06Z,2.0,,259.0,Java,PatrickLiebl/hausarbeit,0.0,2.0,,2.0,0.0,,0.0,2.0,done,329.0,10.0,10.0,0.0,2.0,2.0,2.0,ebf96d7d473970590002f638b99df0cc24a80410,,12.0,8.0,2.0,3370.0,601.0,2.0,master,,1.0,2016-04-29T12:24:55Z,588.0,2016-04-09T14:38:19Z,2.0,20.0,,2016-07-21T00:44:37Z,2.0,10.0,10.0,True,32.0,16.0,1.0,72.0,102.0,186.0,3,859,1.0,2.0,0.0,,,,,,,,,,,,,,,,
1.0,1.0,2012-07-24T19:52:09Z,1.0,,27.0,Java,saurav28/Eclipse-Training,0.0,1.0,,1.0,0.0,,0.0,1.0,done,68.0,15.0,15.0,0.0,1.0,1.0,1.0,4dfbe4b2bdcff12609e5ea501a7bb2b361635f54,,16.0,7.0,1.0,148.0,111.0,1.0,master,,1.0,2012-07-24T19:50:36Z,95.0,2012-07-24T19:34:45Z,1.0,30.0,1.0,2013-09-05T06:51:32Z,1.0,15.0,2.0,True,10.0,18.0,1.0,10.0,48.0,98.0,,641,1.0,1.0,0.0,,,,,,,,,,,,,,,,
1.0,1.0,2012-03-12T18:53:32Z,1.0,,10.0,Java,lmcalvs/modelSamples,0.0,1.0,,1.0,0.0,,0.0,1.0,done,42.0,10.0,12.0,0.0,1.0,1.0,1.0,29334f61c74236f4a22178d827eda8d518ad1a57,,11.0,12.0,1.0,144.0,65.0,1.0,master,1.0,1.0,2012-03-12T18:22:44Z,52.0,2012-03-12T18:48:08Z,1.0,22.0,1.0,2013-10-24T03:21:17Z,1.0,12.0,1.0,True,10.0,15.0,1.0,3.0,28.0,68.0,,656,1.0,1.0,0.0,,,,,,,,,,,,,,,,
1.0,1.0,2014-03-03T10:43:34Z,1.0,,31.0,Xtend,lmontrieux/XACDL,0.0,1.0,1.0,,0.0,,0.0,,done,45.0,,18.0,0.0,1.0,1.0,1.0,1a27814c4b67c62c3419cf52d65cc5acb251c8c7,,,0.0,,176.0,95.0,1.0,master,,1.0,2014-03-03T09:07:06Z,76.0,2014-02-27T12:22:32Z,1.0,18.0,,2014-11-28T03:06:18Z,,18.0,3.0,True,16.0,19.0,1.0,28.0,3.0,47.0,1,812,1.0,1.0,1.0,,,,,,,,,,,,,,,,
9.0,1.0,2011-09-30T17:54:07Z,9.0,,178.0,Java,sarobenalt/cdo_server_defs_prototype,0.0,9.0,,9.0,0.0,,0.0,9.0,done,530.0,60.0,59.0,0.0,9.0,9.0,9.0,4f8edf5ddefca9ae7b843547fd426f0e8331d8fe,,68.0,6.0,9.0,408.0,784.0,9.0,master,,1.0,2011-09-30T17:53:07Z,708.0,2011-09-26T23:56:15Z,9.0,119.0,9.0,2013-10-19T23:34:22Z,9.0,59.0,10.0,True,61.0,86.0,1.0,47.0,255.0,509.0,,766,1.0,9.0,0.0,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,java.lang.NullPointerException,,,,,,,,,,,,,,,
8.0,1.0,2015-08-13T07:55:09Z,17.0,8.0,195.0,Java,markus1978/tef,0.0,8.0,12.0,5.0,0.0,,0.0,4.0,done,1304.0,230.0,564.0,0.0,17.0,8.0,11.0,38bfc24dc64822b7b3ed74e41f85b3a8c10c1955,,382.0,34.0,4.0,6901.0,2087.0,11.0,master,3.0,1.0,2015-08-13T07:51:37Z,1499.0,2014-10-21T12:13:17Z,8.0,794.0,8.0,2017-03-23T13:53:29Z,4.0,564.0,11.0,True,63.0,589.0,1.0,73.0,946.0,1877.0,,1051,1.0,17.0,1.0,,,,,,,,,,,,,,,,
2.0,1.0,2015-01-06T15:02:07Z,53.0,,71.0,Java,VitoInfinito/moodels,0.0,1.0,53.0,,0.0,,0.0,,done,194.0,,167.0,0.0,53.0,2.0,3.0,bbc06fcb7762df46bbcfd90cff4fb4768e7f670a,,,0.0,,16596.0,486.0,2.0,master,,1.0,2015-01-06T15:01:57Z,265.0,2014-11-04T13:57:45Z,1.0,167.0,1.0,2015-11-11T12:55:55Z,,167.0,2.0,True,23.0,220.0,1.0,7.0,116.0,369.0,,939,1.0,53.0,0.0,,,,,,,,,,,,,,,,
1.0,1.0,2011-08-19T06:52:42Z,1.0,,108.0,Java,loic-fejoz/QuizzTools,0.0,1.0,,1.0,0.0,,0.0,1.0,done,176.0,5.0,5.0,0.0,1.0,1.0,1.0,adfc8d49501d08cf1dd75759e7f53e801146e8f2,,6.0,8.0,1.0,644.0,290.0,1.0,master,,1.0,2011-08-19T06:52:25Z,284.0,2011-08-17T09:21:45Z,1.0,10.0,1.0,2013-11-05T07:44:12Z,1.0,5.0,11.0,True,41.0,8.0,1.0,61.0,68.0,147.0,,843,1.0,1.0,0.0,,,,,,,,,,,,,,,,
1.0,1.0,2013-11-10T11:53:24Z,1.0,,46.0,Java,pcdavid/eclipsecon-europe-2013,0.0,1.0,,1.0,0.0,,0.0,1.0,done,74.0,9.0,9.0,0.0,1.0,1.0,1.0,7963f3d80efb5d6542c2472d22e5b35b896a47a0,,10.0,6.0,1.0,13964.0,130.0,1.0,master,,1.0,2013-11-10T11:51:43Z,120.0,2013-10-01T11:49:17Z,1.0,18.0,1.0,2015-04-15T23:25:25Z,1.0,9.0,3.0,True,11.0,12.0,1.0,11.0,35.0,76.0,,753,1.0,1.0,1.0,,,,,,,,,,,,,,,,
